,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,Kulhudhuffushi,6.62,73.07,81.99,68,79,9.86,MV,1608091782
373,Biltine,14.53,20.92,68.43,24,68,14.76,TD,1608091782
374,Hearst,49.68,-83.67,-5.8,76,91,2.24,CA,1608091782
375,Imuris,30.78,-110.87,46.67,48,0,4.85,MX,1608091782
376,Rosário Oeste,-14.84,-56.43,75.51,77,97,1.77,BR,1608091783
377,Oistins,13.07,-59.53,77.0,83,40,3.36,BB,1608091739
378,Hare Bay,48.85,-54.01,24.53,85,90,27.51,CA,1608091783
379,Duxbury,42.04,-70.67,26.04,45,1,5.82,US,1608091783
380,East London,-33.02,27.91,62.6,88,0,5.82,ZA,1608091783
381,Port Keats,-14.25,129.55,94.24,51,84,7.87,AU,1608091783
382,Kragujevac,44.02,20.92,39.2,93,90,2.24,RS,1608091784
383,Sangar,63.92,127.47,-45.78,78,73,5.28,RU,1608091784
384,Nuuk,64.18,-51.72,24.39,85,22,12.75,GL,1608091784
385,Puteyets,65.17,57.09,11.39,95,100,8.93,RU,1608091784
386,Esperance,-33.87,121.9,69.8,46,66,14.99,AU,1608091784
387,Lumphat,13.49,106.98,86.88,52,77,6.71,KH,1608091784
388,Pūranpur,28.52,80.15,60.49,36,0,4.9,IN,1608091784
389,Kudahuvadhoo,2.67,72.89,81.37,71,11,2.77,MV,1608091785
390,Roebourne,-20.78,117.13,89.44,49,19,7.72,AU,1608091785
391,Sirte,31.21,16.59,59.38,66,13,2.46,LY,1608091785
392,Batemans Bay,-35.72,150.18,71.24,91,90,3.0,AU,1608091785
393,Khangarh,29.92,71.16,41.0,86,0,4.07,PK,1608091785
394,Honiara,-9.43,159.95,91.4,75,40,13.87,SB,1608091582
395,Ustrzyki Dolne,49.43,22.59,30.99,91,100,17.0,PL,1608091785
396,Poum,-20.23,164.02,79.47,73,36,9.04,NC,1608091786
397,Chumikan,54.72,135.31,-9.81,79,100,27.02,RU,1608091786
398,Khandyga,62.67,135.6,-43.15,77,100,0.36,RU,1608091786
399,Vila Velha,-20.33,-40.29,75.92,78,20,9.17,BR,1608091786
400,Hīrna,9.22,41.1,53.85,50,0,0.74,ET,1608091786
401,Kiama,-34.68,150.87,78.6,88,58,14.0,AU,1608091787
402,Poção de Pedras,-4.67,-44.85,73.99,93,100,3.71,BR,1608091787
403,Morón,-34.65,-58.62,64.31,63,0,7.0,AR,1608091639
404,Ilulissat,69.22,-51.1,26.6,45,80,17.22,GL,1608091787
405,Abalak,58.13,68.59,10.92,96,100,6.87,RU,1608091787
406,Arlit,18.74,7.39,65.08,27,0,6.91,NE,1608091787
407,Stromness,58.97,-3.3,41.0,93,58,11.41,GB,1608091589
408,Bilma,18.69,12.92,57.52,35,0,6.4,NE,1608091788
409,Bay Roberts,47.6,-53.26,30.06,63,75,33.33,CA,1608091788
410,Bras-Panon,-21.0,55.68,73.81,74,75,19.46,RE,1608091788
411,Havre-St-Pierre,50.23,-63.6,12.2,61,1,19.46,CA,1608091788
412,Tymovskoye,50.85,142.66,5.65,92,100,11.43,RU,1608091788
413,Watsa,3.04,29.54,61.77,70,21,2.53,CD,1608091788
414,Torbay,47.67,-52.73,29.8,63,75,33.33,CA,1608091789
415,Bitung,1.45,125.18,82.4,74,40,11.41,ID,1608091518
416,Baturaja,-4.13,104.17,82.29,77,100,1.97,ID,1608091789
417,Kunshan,31.38,120.95,43.63,41,0,11.18,CN,1608091789
418,Ninghai,29.29,121.42,43.75,72,65,4.0,CN,1608091789
419,Soe,-9.86,124.28,76.69,89,81,6.08,ID,1608091789
420,Castro,-24.79,-50.01,62.06,93,0,0.2,BR,1608091789
421,Isla Mujeres,21.23,-86.73,75.92,94,20,8.88,MX,1608091789
422,Muriti,-1.98,32.92,66.2,93,40,11.41,TZ,1608091790
423,Claresholm,50.03,-113.59,29.53,87,100,6.93,CA,1608091790
424,Manavālakurichi,8.13,77.3,80.6,83,40,3.36,IN,1608091790
425,Seidu,9.02,-10.6,66.52,100,74,2.26,SL,1608091790
426,Hammerfest,70.66,23.68,32.0,97,75,32.21,NO,1608091790
427,Rawson,-43.3,-65.1,64.96,34,60,26.26,AR,1608091790
428,Zanjān,36.67,48.48,35.6,93,90,16.11,IR,1608091790
429,Lusambo,-4.97,23.45,68.4,96,50,1.52,CD,1608091742
430,La Romana,18.43,-68.97,66.2,100,20,7.81,DO,1608091791
431,Oranjemund,-28.55,16.43,59.52,84,0,11.34,NA,1608091791
432,San Policarpo,12.18,125.51,81.34,82,94,11.52,PH,1608091791
433,Saint-André-Avellin,45.72,-75.07,1.31,65,0,4.7,CA,1608091791
434,Marathon,44.9,-89.77,17.58,61,90,5.82,US,1608091791
435,Huilong,31.81,121.66,42.01,56,33,1.01,CN,1608091792
436,Grindavik,63.84,-22.43,42.8,68,75,19.46,IS,1608091792
437,Bariloche,-41.15,-71.31,46.4,70,0,14.99,AR,1608091792
438,Ekhabi,53.51,142.97,17.8,95,100,28.21,RU,1608091792
439,Chengde,40.97,117.94,13.01,77,0,4.56,CN,1608091792
440,Anadyr,64.75,177.48,17.6,72,40,20.13,RU,1608091792
441,Pangkalanbuun,-2.68,111.62,91.69,50,71,4.5,ID,1608091510
442,Belmonte,-15.86,-38.88,75.2,83,40,3.36,BR,1608091793
443,Qaqortoq,60.72,-46.03,37.4,40,65,32.21,GL,1608091784
444,Westport,41.14,-73.36,27.21,42,1,8.05,US,1608091793
445,Gushikawa,26.35,127.87,61.72,72,90,8.05,JP,1608091793
446,Lagoa,39.05,-27.98,61.09,76,100,14.0,PT,1608091793
447,Juigalpa,12.11,-85.36,72.59,88,87,5.77,NI,1608091793
448,Gondanglegi,-7.75,112.01,86.67,68,23,8.14,ID,1608091793
449,Williams Lake,52.14,-122.14,32.0,94,90,6.93,CA,1608091794
450,Seoul,37.57,126.98,22.46,32,1,11.59,KR,1608091599
451,Bealanana,-14.55,48.73,65.79,79,87,2.06,MG,1608091794
452,Lüderitz,-26.65,15.16,60.8,77,0,12.75,NA,1608091794
453,Nadvoitsy,63.87,34.32,28.35,98,100,8.16,RU,1608091794
454,Hazleton,40.96,-75.97,21.04,62,1,5.82,US,1608091794
455,Midland,32.0,-102.08,36.07,43,1,5.82,US,1608091790
456,Bacolod City,10.67,122.95,84.74,72,99,13.78,PH,1608091795
457,Aljezur,37.32,-8.8,57.0,8,100,5.99,PT,1608091795
458,Tari,12.41,4.49,69.87,24,3,8.59,NG,1608091795
459,Emerald,-23.53,148.17,100.4,31,64,8.05,AU,1608091621
460,Beatrice,40.27,-96.75,21.49,85,90,5.82,US,1608091495
461,Siderno,38.28,16.3,41.09,81,99,5.82,IT,1608091534
462,Chimala,-8.85,34.02,67.8,75,27,0.96,TZ,1608091795
463,Innisfail,-17.53,146.03,83.48,70,100,7.47,AU,1608091796
464,Aracati,-4.56,-37.77,78.76,78,87,9.69,BR,1608091633
465,Lazdijai,54.23,23.52,33.12,94,100,13.47,LT,1608091796
466,Kamphaeng Phet,16.25,99.5,84.11,65,70,4.38,TH,1608091796
467,Bolobo,-2.17,16.23,72.52,86,98,3.42,CD,1608091796
468,Kapuskasing,49.42,-82.43,-11.2,83,87,3.36,CA,1608091543
469,Lompoc,34.64,-120.46,49.71,87,1,5.82,US,1608091647
470,Neuruppin,52.93,12.8,46.0,89,87,4.36,DE,1608091797
471,Lavrentiya,65.58,-171.0,14.79,94,100,12.62,RU,1608091797
472,Xai-Xai,-25.05,33.64,77.4,86,76,7.16,MZ,1608091797
473,Trairi,-3.28,-39.27,79.34,77,91,11.32,BR,1608091797
474,Vardø,70.37,31.11,30.2,92,90,20.8,NO,1608091797
475,Sarh,9.14,18.39,64.4,72,0,4.09,TD,1608091797
476,Ubari,26.59,12.78,49.32,46,99,6.33,LY,1608091797
477,Bushehr,28.97,50.84,62.6,82,0,9.17,IR,1608091798
478,Želiezovce,48.05,18.65,37.0,96,100,3.94,SK,1608091798
479,Ngaoundéré,7.32,13.58,62.82,30,17,2.84,CM,1608091798
480,Newport,51.59,-3.0,48.76,95,100,5.01,GB,1608091798
481,Morant Bay,17.88,-76.41,74.43,83,20,3.36,JM,1608091798
482,Kumul,42.8,93.45,21.29,67,0,2.37,CN,1608091798
483,Skjervøy,70.03,20.97,32.86,88,5,10.92,NO,1608091799
484,Roboré,-18.33,-59.75,79.99,57,94,4.25,BO,1608091799
485,Maumere,-8.62,122.21,85.14,68,100,7.02,ID,1608091799
486,Saint-Augustin,51.23,-58.65,25.07,94,100,25.3,CA,1608091799
487,Surab,28.49,66.26,39.45,34,0,8.21,PK,1608091799
488,Saint Anthony,45.02,-93.22,22.24,57,90,5.82,US,1608091800
489,Natá,8.33,-80.52,73.99,57,62,3.15,PA,1608091800
490,Teahupoo,-17.83,-149.27,84.09,62,20,18.34,PF,1608091800
491,Pascagoula,30.37,-88.56,51.93,81,90,3.36,US,1608091725
492,Shitanjing,39.23,106.34,18.32,69,0,1.7,CN,1608091800
493,Alice Springs,-23.7,133.88,100.4,13,88,12.75,AU,1608091801
494,Caála,-12.85,15.56,55.96,92,60,3.87,AO,1608091801
495,Vallenar,-28.57,-70.76,61.25,68,0,2.64,CL,1608091801
496,Laguna,38.42,-121.42,44.91,75,1,1.72,US,1608091550
497,Urengoy,65.97,78.37,-7.55,88,100,16.4,RU,1608091801
498,Dongzhen,22.38,110.94,57.65,50,80,7.52,CN,1608091801
499,Wagar,16.15,36.2,64.62,89,25,6.04,SD,1608091802
500,Redmond,47.67,-122.12,46.58,89,100,7.81,US,1608091171
501,Merta,26.65,74.03,59.81,40,0,9.22,IN,1608091802
502,Moose Factory,51.26,-80.61,-15.72,82,1,8.05,CA,1608091803
503,Yabrūd,33.97,36.66,49.39,87,40,12.75,SY,1608091803
504,Alenquer,-1.94,-54.74,73.4,94,20,3.0,BR,1608091803
505,Honghu,29.82,113.46,43.43,54,60,6.71,CN,1608091804
506,San Joaquin,37.93,-121.3,50.23,71,90,1.97,US,1608091805
507,De Aar,-30.65,24.01,59.31,66,0,16.6,ZA,1608091805
508,West Plains,36.73,-91.85,29.64,80,90,3.94,US,1608091682
509,Camabatela,-8.19,15.38,60.57,100,98,1.28,AO,1608091805
510,Nogliki,51.83,143.17,9.14,88,100,27.47,RU,1608091806
511,Buala,-8.14,159.59,83.43,80,100,10.13,SB,1608091807
512,Magistral'nyy,56.17,107.45,12.81,92,100,6.62,RU,1608091807
513,Ambon City,-3.7,128.18,78.8,94,40,3.36,ID,1608091807
514,Chapleau,47.84,-83.4,7.61,86,48,5.12,CA,1608091808
515,Byron Bay,-28.65,153.62,73.04,88,90,13.87,AU,1608091697
516,Mount Gambier,-37.83,140.77,57.2,93,90,13.87,AU,1608091808
517,Jalingo,8.88,11.37,73.8,21,61,4.34,NG,1608091808
518,Melilla,35.29,-2.94,48.69,87,0,4.34,ES,1608091809
519,Atlantic City,39.36,-74.42,31.17,68,1,9.17,US,1608091809
520,Cardston,49.2,-113.3,32.34,64,96,11.41,CA,1608091809
521,Ouallam,14.32,2.09,73.49,21,3,8.25,NE,1608091809
522,Avera,33.19,-82.53,44.38,75,90,6.93,US,1608091809
523,Ngora,1.43,33.78,62.8,87,93,1.57,UG,1608091809
524,Miramar,25.99,-80.23,73.78,94,1,3.36,US,1608091764
525,Lipin Bor,60.26,37.98,18.19,98,92,4.5,RU,1608091810
526,Båtsfjord,70.63,29.72,30.2,92,90,20.8,NO,1608091810
527,Örnsköldsvik,63.29,18.72,32.0,94,90,2.24,SE,1608091810
528,Luena,-11.78,19.92,58.46,95,96,4.03,AO,1608091811
529,Seydi,39.48,62.91,27.46,90,0,9.86,TM,1608091811
530,Uyovu,-3.28,31.53,62.92,91,79,1.77,TZ,1608091811
531,Babati,-4.22,35.75,63.36,87,7,2.15,TZ,1608091811
532,Wenling,28.37,121.36,46.0,63,100,15.46,CN,1608091811
533,Manadhoo,5.77,73.38,81.84,68,73,10.22,MV,1608091811
534,Waipawa,-41.41,175.52,64.27,68,10,27.51,NZ,1608091812
535,George Town,5.41,100.34,83.91,78,20,2.24,MY,1608091812
536,Harper,4.38,-7.72,77.94,85,97,5.57,LR,1608091812
537,Dabakala,8.37,-4.43,75.11,82,37,4.07,CI,1608091813
538,Hendek,40.8,30.75,48.2,100,75,3.71,TR,1608091813
539,Sambava,-14.27,50.17,76.91,72,75,5.3,MG,1608091813
540,Najrān,17.49,44.13,46.4,49,0,4.7,SA,1608091813
541,Phuket,8.0,98.25,83.68,78,40,4.7,TH,1608091813
542,Derzhavīnsk,51.1,66.32,2.44,89,27,7.2,KZ,1608091813
543,Waingapu,-9.66,120.26,85.86,67,88,5.1,ID,1608091814
544,Gōtsuchō,35.0,132.22,39.2,51,75,20.8,JP,1608091814
545,Omsukchan,62.53,155.8,-26.9,80,100,6.17,RU,1608091814
546,Mandera,3.94,41.87,75.24,38,0,7.7,KE,1608091814
547,Camaná,-16.62,-72.71,68.18,81,84,5.57,PE,1608091814
548,Gobabis,-22.45,18.97,66.2,72,2,1.12,NA,1608091814
549,Kiruna,67.86,20.23,23.0,92,99,5.82,SE,1608091815
550,Emba,48.83,58.14,15.31,83,28,6.51,KZ,1608091815
551,Kungurtug,50.6,97.52,9.1,87,98,1.12,RU,1608091815
552,Ahipara,-35.17,173.17,68.56,58,0,10.96,NZ,1608091815
553,San Patricio,28.02,-97.52,52.16,81,1,5.77,US,1608091815
554,Alihe,50.57,123.72,-0.56,77,0,5.19,CN,1608091534
555,Bodden Town,19.28,-81.25,77.65,88,20,4.7,KY,1608091816
556,Grinnell,41.74,-92.72,20.84,68,90,6.58,US,1608091587
557,Cedar Rapids,42.01,-91.64,18.01,67,75,9.17,US,1608091617
